MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"NGC  1630" "" "NGC  1630|APMBGC 551-025-058|6dFGS gJ043715.5-185405|ESO 551-19|ESO-LV 551-0190|LEDA   15659|2MASX J04371551-1854050|NPM1G -19.0190|SGC 043503-1900.1" "NGC 1630" "" "" "04 37 15.516" "-18 54 05.04" Galaxy "" "" 0.0307200 ""
"NGC  1631" "" "NGC  1631|APMBGC 551-040+035|6dFGS gJ043824.2-203900|ESO 551-21|ESO-LV 551-0210|IRAS 04362-2045|IRAS F04362-2044|LEDA   15705|2MASX J04382417-2038594|MCG-03-12-017|SGC 043614-2044.8" "NGC 1631" "" "" "04 38 24.174" "-20 38 59.41" Galaxy "" "" 0.0311850 ""
"NGC  1632" "" "NGC  1632|CAIRNS J043958.50-092722.7|6dFGS gJ043958.6-092722|IC  386|LEDA   15769|2MASX J04395855-0927223|NPM1G -09.0208|[CHM2007] LDC  330 J043958.55-0927223|[CHM2007] HDC  306 J043958.55-0927223" "NGC 1632" "" "" "04 39 58.554" "-09 27 22.40" "Galaxy in Group of Galaxies" "" "" 0.0166900 ""
"NGC  1633" "" "NGC  1633|CAIRNS J044009.10+072057.0|KPG 101a|LEDA   15774|2MASX J04400910+0720577|MCG+01-12-014|UGC  3125|UZC J044009.1+072057|Z 419-23|Z 0437.4+0715|[CHM2007] HDC  308 J044009.10+0720577|[CHM2007] LDC  329 J044009.10+0720577|[H37]  79a" "NGC 1633" "" "" "04 40 09.104" "+07 20 57.77" "Galaxy in Pair of Galaxies" "" "" 0.0165450 ""
"NGC  1634" "" "NGC  1634|Ark 109|CAIRNS J044009.80+072020.0|KPG 101b|LEDA   15775|2MASX J04400977+0720197|MCG+01-12-015|2MFGC 3823|UZC J044009.8+072020|Z 419-22|Z 0437.4+0714|[CHM2007] HDC  308 J044009.77+0720197|[CHM2007] LDC  329 J044009.77+0720197|[H37]  79b" "NGC 1634" "" "" "04 40 09.778" "+07 20 19.77" "Galaxy in Pair of Galaxies" "" "" 0.0147100 ""
"NGC  1635" "" "NGC  1635|6dFGS gJ044007.9-003251|IRAS F04375-0038|IRAS 04375-0038|LEDA   15773|2MASX J04400788-0032512|MCG+00-12-063|UGC  3126|UZC J044007.8-003251|Z 393-60|Z 0437.5-0040|[CHM2007] LDC  311 J044007.88-0032512" "NGC 1635" "" "" "04 40 07.881" "-00 32 51.22" "Galaxy in Group of Galaxies" "" "" 0.0109910 ""
"NGC  1636" "" "NGC  1636|CAIRNS J044040.20-083627.9|6dFGS gJ044040.2-083628|HIPASS J0440-08|IRAS F04382-0842|IRAS 04382-0842|LEDA   15800|2MASX J04404018-0836281|MCG-01-12-042|PSCz Q04382-0842|[CHM2007] HDC  310 J044040.18-0836281|[CHM2007] LDC  330 J044040.18-0836281" "NGC 1636" "" "" "04 40 40.186" "-08 36 28.10" "Galaxy in Group of Galaxies" "" "" 0.0139190 ""
"NGC  1637" "" "NGC  1637|AGC 440323|CXOU J044128.2-025129|6dFGS gJ044128.2-025129|HIPASS J0441-02|IRAS 04389-0257|IRAS F04389-0257|LEDA   15821|2MASX J04412822-0251289|MCG+00-12-068|PSCz Q04389-0257|SINGG HIPASS J0441-02|TC 673|UGCA  93|UZC J044128.1-025130|Z 393-66|Z 0438.9-0258|[IWL2003] 49|[M98c] 043857.6-025712" "NGC 1637" "" "" "04 41 28.229" "-02 51 28.94" "Active Galaxy Nucleus" "" "" 0.0023800 ""
"NGC  1638" "" "NGC  1638|6dFGS gJ044136.5-014833|HIPASS J0441-01a|LEDA   15824|2MASX J04413651-0148324|MCG+00-12-069|UGC  3133|UZC J044136.4-014833|Z 0439.0-0155|Z 393-68|[CHM2007] LDC  311 J044136.51-0148324" "NGC 1638" "" "" "04 41 36.513" "-01 48 32.46" "Galaxy in Group of Galaxies" "" "" 0.0112110 ""
"NGC  1640" "" "NGC  1640|6dFGS gJ044214.5-202605|ESO 551-27|ESO-LV 551-0270|HIPASS J0442-20|IRAS 0440-205P10|IRAS 04400-2031|IRAS F04400-2031|LEDA   15850|2MASX J04421453-2026052|MCG-03-12-018|PSCz Q04400-2031|SGC 044004-2031.7|[M98c] 044004.1-203145" "NGC 1640" "" "" "04 42 14.535" "-20 26 05.22" Galaxy "" "" 0.0053600 11.720000267028809
"NGC  1641" "" "NGC  1641|ESO  84-24|[KPS2012] MWSC 0396" "NGC 1641" "" "" "04 35 32" "-65 45.0" "Cluster of Stars" "" "" "" ""
"NGC  1642" "" "NGC  1642|HIPASS J0442+00|LEDA   15867|2MASX J04425489+0037070|MCG+00-12-072|UGC  3140|UZC J044255.2+003708|Z 393-73|Z 0440.3+0030" "NGC 1642" "" "" "04 42 54.895" "+00 37 07.04" Galaxy "" "" 0.0155700 ""
"NGC  1643" "" "NGC  1643|AGC 440333|6dFGS gJ044344.0-051910|HIPASS J0443-05|IRAS F04412-0524|IRAS 04412-0524|LEDA   15891|2MASX J04434396-0519100|MCG-01-13-001|NGC  1643A|PSCz Q04412-0524|QDOT B0441171-052439|SDSS J044343.95-051909.9|SINGG HIPASS J0443-05 S1|SINGG HIPASS J0443-05|[CHM2007] LDC  312 J044343.96-0519100" "NGC 1643" "" "" "04 43 43.960" "-05 19 10.03" "Emission-line galaxy" "" "" 0.0163890 ""
"NGC  1644" "" "NGC  1644|ESO  84-30|KMHK   18|LW  11|[SL63]   9" "NGC 1644" "" "" "04 37 39" "-66 12.0" "Globular Cluster" "" "" "" 12.890000343322754
"NGC  1645" "" "NGC  1645|6dFGS gJ044406.4-052757|GSC 04743-01104|LEDA   15903|2MASX J04440640-0527567|MCG-01-13-002|NPM1G -05.0213|SINGG HIPASS J0443-05 S2|[CHM2007] LDC  312 J044406.40-0527567" "NGC 1645" "" "" "04 44 06.401" "-05 27 56.75" "LINER-type Active Galaxy Nucleus" "" "" 0.0160720 ""
"NGC  1646" "" "NGC  1646|6dFGS gJ044423.5-083152|LEDA   15914|2MASX J04442354-0831521|MCG-01-13-003|ZW   II  22|[CHM2007] HDC  310 J044423.54-0831521|[CHM2007] LDC  330 J044423.54-0831521" "NGC 1646" "" "" "04 44 23.545" "-08 31 52.17" "Galaxy in Group of Galaxies" "" "" 0.0160680 ""
"NGC  1647" "" "NGC  1647|C 0443+189|OCl  457.0|[KPR2004b]  54|[KPS2012] MWSC 0416" "NGC 1647" "" "" "04 45 55" "+19 06.9" "Open (galactic) Cluster" "" "" -0.0000230 6.400000095367432
"NGC  1648" "" "NGC  1648|CGPG 0441.2-0834|6dFGS gJ044434.8-082843|LEDA   15886|LEDA   15920|2MASX J04443480-0828432|MCG-01-13-004|NPM1G -08.0183|[CHM2007] LDC  330 J044434.80-0828432|[CHM2007] HDC  310 J044434.80-0828432" "NGC 1648" "" "" "04 44 34.806" "-08 28 43.20" "Galaxy in Group of Galaxies" "" "" 0.0158100 ""
"NGC  1649" "" "NGC  1649|ESO  55-31|KMHK   22" "NGC 1649" "" "" "04 38 06.750" "-68 46 42.59" "Cluster of Stars" "" "" "" ""
"NGC  1650" "" "NGC  1650|BAX 071.2981-15.8700|CAIRNS J044511.54-155212.2|CAIRNS J044511.50-155212.0|6dFGS gJ044511.5-155212|GIN 196|GSC 05892-00628|LEDA   15931|2MASX J04451155-1552121|MCG-03-13-001|RBS   581|1RXS J044511.8-155118|[DBG99]  44|[WCB96] J34 A" "NGC 1650" "" "" "04 45 11.552" "-15 52 12.13" "Galaxy in Cluster of Galaxies" "" "" 0.0359950 ""
"NGC  1651" "" "NGC  1651|ESO  55-30|KMHK   20|LW  12|[SL63]   7" "NGC 1651" "" "" "04 37 32.530" "-70 35 08.71" "Globular Cluster" "" "" 0.0007610 12.279999732971191
"NGC  1652" "" "NGC  1652|ESO  55-32|KMHK   23|LW  14|[SL63]  10" "NGC 1652" "" "" "04 38 23.010" "-68 40 20.51" "Globular Cluster" "" "" 0.0009200 13.130000114440918
"NGC  1653" "" "NGC  1653|6dFGS gJ044547.4-022334|LEDA   15942|2MASX J04454736-0223340|MCG+00-13-003|UGC  3153|UZC J044547.3-022334|Z 394-2|Z 0443.3-0230|[CHM2007] LDC  351 J044547.36-0223340|[FWB89] Galaxy 124" "NGC 1653" "" "" "04 45 47.362" "-02 23 34.09" "Galaxy in Group of Galaxies" "" "" 0.0144800 ""
"NGC  1654" "" "NGC  1654|6dFGS gJ044548.5-020502|IRAS 04433-0210|LEDA   15943|2MASX J04454844-0205020|PSCz Q04433-0210|UGC  3154|UZC J044548.4-020502|Z 394-3|Z 0443.3-0211|[CHM2007] LDC  351 J044548.44-0205020" "NGC 1654" "" "" "04 45 48.441" "-02 05 02.09" "Galaxy in Group of Galaxies" "" "" 0.0151270 ""
"NGC  1656" "" "NGC  1656|6dFGS gJ044553.4-050812|GSC 04744-00421|LEDA   15949|2MASX J04455340-0508121|MCG-01-13-005" "NGC 1656" "" "" "04 45 53.406" "-05 08 12.10" Galaxy "" "" 0.0128360 ""
"NGC  1657" "" "NGC  1657|6dFGS gJ044607.3-020438|HIPASS J0446-02|LCSB L252|LEDA   15958|2MASX J04460725-0204381|2MASXI J0446072-020438|MCG+00-13-004|UGC  3156|UZC J044607.2-020438|Z 394-5|Z 0443.6-0210" "NGC 1657" "" "" "04 46 07.253" "-02 04 38.13" "Low Surface Brightness Galaxy" "" "" 0.0145330 ""
"NGC  1658" "" "NGC  1658|APMBGC 304+036+078|6dFGS gJ044401.4-412748|ESO 304-16|ESO-LV 304-0160|LEDA   15899|2MASX J04440136-4127483|MCG-07-10-020|SGC 044223-4133.3" "NGC 1658" "" "" "04 44 01.368" "-41 27 48.37" Galaxy "" "" 0.0173550 ""
"NGC  1659" "" "NGC  1659|AGC 440348|6dFGS gJ044630.0-044720|IRAS F04440-0452|IRAS 04440-0452|LEDA   15977|2MASX J04462995-0447193|MCG-01-13-006|PSCz Q04440-0452|[CHM2007] LDC  312 J044629.95-0447193" "NGC 1659" "" "" "04 46 29.952" "-04 47 19.34" "Galaxy in Group of Galaxies" "" "" 0.0152340 ""
"NGC  1660" "" "NGC  1660|APMBGC 304+034+080|6dFGS gJ044411.4-412951|ESO 304-18|ESO-LV 304-0180|IRAS F04424-4134|IRAS 04425-4135|LEDA   15908|2MASX J04441142-4129513|MBG 04425-4135|MCG-07-10-021|SGC 044233-4135.3" "NGC 1660" "" "" "04 44 11.428" "-41 29 51.35" Galaxy "" "" 0.0208900 ""
"NGC  1661" "" "NGC  1661|6dFGS gJ044707.6-020317|IRAS F04446-0208|LEDA   16000|2MASX J04470763-0203166|MCG+00-13-008|UGC  3166|UZC J044707.5-020316|Z 394-9|Z 0444.6-0209|[CHM2007] LDC  326 J044707.63-0203166" "NGC 1661" "" "" "04 47 07.632" "-02 03 16.62" "Galaxy in Group of Galaxies" "" "" 0.0297270 ""
"NGC  1662" "" "NGC  1662|C 0445+108|[KPR2004b]  56|[KPS2012] MWSC 0425" "NGC 1662" "" "" "04 48 27" "+10 56.2" "Open (galactic) Cluster" "" "" -0.0000450 6.400000095367432
"NGC  1663" "" "NGC  1663|C 0445+130|OCl  461|[KPS2012] MWSC 0426" "NGC 1663" "" "" "04 49 15.6" "+13 10 12" "Open (galactic) Cluster" "" "" "" 14.539999961853027
"NGC  1664" "" "NGC  1664|C 0447+436|OCl  411.0|[KPR2004b]  57|[KPS2012] MWSC 0430" "NGC 1664" "" "" "04 51 06" "+43 40.5" "Open (galactic) Cluster" "" "" 0.0001200 7.599999904632568
"NGC  1665" "" "NGC  1665|6dFGS gJ044817.1-052539|LEDA   16044|2MASX J04481706-0525395|MCG-01-13-009|NPM1G -05.0218|SDSS J044817.08-052539.4|[CHM2007] HDC  323 J044817.06-0525395|[CHM2007] LDC  343 J044817.06-0525395" "NGC 1665" "" "" "04 48 17.064" "-05 25 39.56" "Galaxy in Group of Galaxies" "" "" 0.0091560 ""
"NGC  1666" "" "NGC  1666|6dFGS gJ044832.9-063412|LEDA   16057|2MASX J04483284-0634124|MCG-01-13-010|NPM1G -06.0173|SDSS J044832.84-063412.1|2XMMi J044832.8-063413|[CHM2007] LDC  343 J044832.84-0634124" "NGC 1666" "" "" "04 48 32.847" "-06 34 12.47" "Galaxy in Group of Galaxies" "" "" 0.0092230 ""
"NGC  1668" "" "NGC  1668|APMBGC 251-046-015|6dFGS gJ044605.9-444400|ESO 251-30|ESO-LV 251-0300|LEDA   15957|2MASX J04460591-4444001|MCG-07-10-023|SGC 044435-4449.3|[CAC2009] S0497A|[CHM2007] LDC  333 J044605.91-4444001" "NGC 1668" "" "" "04 46 05.916" "-44 44 00.19" "Brightest galaxy in a Cluster (BCG)" "" "" 0.0335600 ""
"NGC  1669" "" "NGC  1669|ESO  84-38|ESO-LV  84-0380|IRAS 04428-6553|LEDA   15871|2MASX J04425988-6548517|SGC 044248-6554.4|[CHM2007] LDC  321 J044259.88-6548517" "NGC 1669" "" "" "04 42 59.881" "-65 48 51.73" "Galaxy in Group of Galaxies" "" "" 0.0187890 ""
"NGC  1670" "" "NGC  1670|6dFGS gJ044942.6-024538|LEDA   16107|2MASX J04494261-0245375|MCG+00-13-016|UZC J044942.5-024538|Z 394-17|Z 0447.3-0250|[CHM2007] HDC  325 J044942.61-0245375|[CHM2007] LDC  351 J044942.61-0245375" "NGC 1670" "" "" "04 49 42.620" "-02 45 37.56" "Galaxy in Group of Galaxies" "" "" 0.0153410 ""
"NGC  1671" "" "NGC  1671|CAIRNS J044934.00+001511.0|IC  395|LEDA   16095|2MASX J04493401+0015103|MCG+00-13-015|UGC  3178|UZC J044934.0+001511|Z 0447.0+0010|Z 394-16" "NGC 1671" "" "" "04 49 34.015" "+00 15 10.38" "Galaxy in Cluster of Galaxies" "" "" 0.0212700 ""
"NGC  1672" "" "NGC  1672|AM 0444-592|APMBGC 118-129-037|6dFGS gJ044542.5-591450|2E  1149|2E 0444.9-5920|ESO 118-43|ESO-LV 118-0430|HIPASS J0445-59|INTREF   205|IRAS 04449-5920|IRAS F04449-5920|LEDA   15941|2MASX J04454255-5914506|2MASX J04454255-5914507|PKS 0444-593|PMN J0445-5914|PSCz Q04449-5920|SGC 044455-5920.3|SINGG HIPASS J0445-59|SPT-S J044540-5914.7|VV  826|[DML87] 607|[M98c] 044455.0-592018|[VV2000c] J044542.2-591451|[VV2003c] J044542.2-591451|[VV2006c] J044542.2-591451|[VV2010c] J044542.2-591451|[VV98c] J044542.2-591451" "NGC 1672" "" "" "04 45 42.552" "-59 14 50.68" "Seyfert Galaxy" "" "" 0.0044640 9.680000305175781
"NGC  1673" "" "NGC  1673|ESO  55-34|KMHK   43|LW  31|[SL63]  17" "NGC 1673" "" "" "04 42 39" "-69 49.2" "Cluster of Stars" "" "" "" 14.069999694824219
"NGC  1676" "" "NGC  1676|ESO  55-36|KMHK   53|LW  37|[SL63]  25" "NGC 1676" "" "" "04 43 53.310" "-68 49 37.90" "Cluster of Stars" "" "" "" ""
"NGC  1677" "" "NGC  1677|6dFGS gJ045052.1-045334|IC 2099|IRAS 04484-0458|IRAS F04483-0458|LEDA   16146|2MASX J04505207-0453337|MCG-01-13-019|PSCz Q04484-0458|SDSS J045052.08-045333.5" "NGC 1677" "" "" "04 50 52.077" "-04 53 33.77" Galaxy "" "" 0.0091900 ""
"NGC  1678" "" "NGC  1678|6dFGS gJ045135.4-023723|LEDA   16179|2MASX J04513544-0237235|MCG+00-13-019|UZC J045135.4-023724|Z 394-20|Z 0449.1-0243|[CHM2007] HDC  325 J045135.44-0237235|[CHM2007] LDC  351 J045135.44-0237235" "NGC 1678" "" "" "04 51 35.446" "-02 37 23.55" "Galaxy in Group of Galaxies" "" "" 0.0159000 ""
"NGC  1679" "" "NGC  1679|AGC  23772|AM 0448-320|6dFGS gJ044955.6-315756|ESO-LV 422-0010|ESO 422-1|HIPASS J0449-31|IRAS 04480-3203|IRAS F04480-3203|ISG 17|LEDA   16120|2MASX J04495558-3157558|MBG 04480-3203|MCG-05-12-004|NVSS J044954-315728|PSCz Q04480-3203|SGC 044801-3203.1|SINGG HIPASS J0449-31|UGCA  96" "NGC 1679" "" "" "04 49 55.584" "-31 57 55.83" "Emission-line galaxy" "" "" 0.0035130 ""
"NGC  1680" "" "NGC  1680|APMBGC 203+116-115|6dFGS gJ044834.0-474859|ESO 203-4|ESO-LV 203-0040|IRAS 04471-4754|IRAS F04471-4754|LEDA   16058|2MASX J04483401-4748592|SGC 044710-4754.2|[SDD95] 240b" "NGC 1680" "" "" "04 48 34.014" "-47 48 59.30" Galaxy "" "" 0.0143970 ""
"NGC  1681" "" "NGC  1681|6dFGS gJ045150.1-054812|IRAS F04493-0553|IRAS 04493-0553|Kiso A-0974   2|LEDA   16195|2MASX J04515005-0548115|MCG-01-13-026|NVSS J045150-054812|PSCz Q04493-0553|SDSS J045150.05-054811.5|[CHM2007] HDC  323 J045150.05-0548115|[CHM2007] LDC  343 J045150.05-0548115" "NGC 1681" "" "" "04 51 50.057" "-05 48 11.56" "Emission-line galaxy" "" "" 0.0091500 13.399999618530273
"NGC  1682" "" "NGC  1682|6dFGS gJ045219.8-030621|LEDA   16211|2MASX J04521977-0306209|MCG-01-13-028|NPM1G -03.0219|[CHM2007] HDC  325 J045219.77-0306209|[CHM2007] LDC  351 J045219.77-0306209" "NGC 1682" "" "" "04 52 19.772" "-03 06 20.97" "Galaxy in Group of Galaxies" "" "" 0.0145630 ""
"NGC  1683" "" "NGC  1683|6dFGS gJ045217.6-030128|LEDA   16209|2MASX J04521763-0301279|[CHM2007] HDC  325 J045217.63-0301279|[CHM2007] LDC  351 J045217.63-0301279" "NGC 1683" "" "" "04 52 17.639" "-03 01 27.96" "Galaxy in Group of Galaxies" "" "" 0.0133100 ""
"NGC  1684" "" "NGC  1684|6dFGS gJ045231.2-030622|IRAS F04500-0311|LEDA   16219|2MASX J04523116-0306220|MCG-01-13-031|PMN J0452-0306|[CHM2007] HDC  325 J045231.16-0306220|[CHM2007] LDC  351 J045231.16-0306220|[FWB89] Galaxy 125" "NGC 1684" "" "" "04 52 31.164" "-03 06 22.08" "Galaxy in Group of Galaxies" "" "" 0.0148130 ""
"NGC  1685" "" "NGC  1685|6dFGS gJ045234.3-025657|INTREF   211|IRAS F04500-0301|IRAS 04500-0301|Kiso A-0974   3|LEDA   16222|2MASX J04523430-0256570|MCG-01-13-032|PSCz Q04500-0301|[CHM2007] HDC  325 J045234.30-0256570|[CHM2007] LDC  351 J045234.30-0256570|[DML87] 610|[HB91] 0450-030|[VV2000c] J045234.2-025657|[VV2003c] J045234.2-025657|[VV2006c] J045234.2-025657|[VV2010c] J045234.2-025657|[VV98c] J045234.2-025657" "NGC 1685" "" "" "04 52 34.307" "-02 56 57.09" "Seyfert 1 Galaxy" "" "" 0.0152000 15.180000305175781
"NGC  1686" "" "NGC  1686|AGC 440399|6dFGS gJ045254.7-152047|IRAS F04506-1525|LEDA   16239|2MASX J04525466-1520472|MCG-03-13-019|2MFGC 4003|[CHM2007] LDC  346 J045254.66-1520472" "NGC 1686" "" "" "04 52 54.662" "-15 20 47.23" "Galaxy in Group of Galaxies" "" "" 0.0190470 ""
"NGC  1687" "" "NGC  1687|APMBGC 361-017-056|6dFGS gJ045121.4-335621|ESO 361-13|ESO-LV 361-0130|IRAS F04494-3401|LEDA   16166|2MASX J04512135-3356204|MCG-06-11-005|NVSS J045120-335629|SGC 044931-3401.3" "NGC 1687" "" "" "04 51 21.350" "-33 56 20.47" "Emission-line galaxy" "" "" 0.0182760 ""
"NGC  1688" "" "NGC  1688|AM 0447-595|6dFGS gJ044823.8-594801|ESO 119-6|ESO-LV 119-0060|HIPASS J0448-59|IRAS 04476-5953|IRAS F04476-5953|ISOSS J04483-5947|LEDA   16050|2MASX J04482378-5948011|MBG 04477-5953|PSCz Q04476-5953|SGC 044739-5953.2|SINGG HIPASS J0448-59|[CHM2007] HDC  326 J044823.78-5948011|[CHM2007] LDC  328 J044823.78-5948011|[SLK2004] 452" "NGC 1688" "" "" "04 48 23.789" "-59 48 01.11" "Galaxy in Group of Galaxies" "" "" 0.0040930 ""
"NGC  1667" "" "NGC  1667|AGC 440363|6dFGS gJ044837.2-061912|INTREF   207|IRAS F04461-0624|IRAS 04461-0624|ISOSS J04486-0619|JCMTSE J044837.2-061914|JCMTSF J044837.2-061908|LEDA   16062|2MASX J04483720-0619114|MCG-01-13-013|NGC  1689|PMN J0448-0618|PSCz Q04461-0624|SDSS J044837.18-061911.9|2XMM J044836.9-061911|[CHM2007] HDC  322 J044837.20-0619114|[CHM2007] LDC  312 J044837.20-0619114|[DML87] 608|[HB91] 0446-064|[SLK2000]  24|[SLK2004] 454|[VV2000c] J044837.2-061912|[VV2003c] J044837.2-061912|[VV2006c] J044837.2-061912|[VV2010c] J044837.2-061912|[VV98c] J044837.2-061912" "NGC 1667" "" "" "04 48 37.205" "-06 19 11.47" "Seyfert 2 Galaxy" "" "" 0.0152040 12.859999656677246
"NGC  1690" "" "NGC  1690|Ark 115|CAIRNS J045419.25+013824.9|LEDA   16290|2MASX J04541926+0138253|MCG+00-13-027|UGC  3198|UZC J045419.3+013825|Z 394-29|Z 0451.7+0133" "NGC 1690" "" "" "04 54 19.266" "+01 38 25.36" "Galaxy in Cluster of Galaxies" "" "" 0.0292300 ""
"NGC  1691" "" "NGC  1691|CAIRNS J045438.40+031605.0|IRAS F04519+0311|IRAS 04520+0311|LEDA   16300|2MASX J04543832+0316045|MCG+01-13-009|Mrk 1088|PSCz Q04520+0311|UGC  3201|UZC J045438.4+031605|Z 0452.0+0311|Z 420-19|[CHM2007] LDC  358 J045438.32+0316045" "NGC 1691" "" "" "04 54 38.326" "+03 16 04.54" "Galaxy in Group of Galaxies" "" "" 0.0153840 ""
"NGC  1692" "" "NGC  1692|Anon 0453-20|APMBGC 552+009+030|AT20G J045523-203409|B1 0453-20|Cul 0453-206|ESO 552-21|ESO-LV 552-0210|1Jy 0453-20|1Jy 0453-206|LEDA   16336|2MASX J04552373-2034159|MCG-03-13-029|MRC 0453-206|MSH 04-2-22|NPM1G -20.0184|NVSS J045523-203413|OHIO F -289|PKS J0455-2034|PKS 0453-20|PKS 0453-206|PMN J0455-2034|QSO B0453-206|RR95  95a|SGC 045314-2039.0|TXS 0453-206|UT 0453-206|VLSS J0455.3-2034|WISH B0453.2-2038|[FWB89] Galaxy 126|[VV2006c] J045523.7-203417|[VV2010c] J045523.7-203417" "NGC 1692" "" "" "04 55 23.732" "-20 34 15.91" "Active Galaxy Nucleus" "" "" 0.0350710 14.0
"NGC  1693" "" "NGC  1693|KMHK  100|[SL63]  39" "NGC 1693" "" "" "04 47 38" "-69 20.6" "Cluster of Stars" "" "" "" 12.890000343322754
"NGC  1694" "" "NGC  1694|6dFGS gJ045516.8-043910|LEDA   16335|2MASX J04551680-0439098|MCG-01-13-035a|NPM1G -04.0215|[CHM2007] HDC  329 J045516.80-0439098|[CHM2007] LDC  351 J045516.80-0439098" "NGC 1694" "" "" "04 55 16.807" "-04 39 09.82" "Galaxy in Group of Galaxies" "" "" 0.0130600 ""
"NGC  1695" "" "NGC  1695|ESO  56-3|HD 268626|KMHK  101|[SL63]  40" "NGC 1695" "" "HD 268626" "04 47 44.300" "-69 22 31.37" "Cluster of Stars" "" "" "" 12.15999984741211
"NGC  1696" "" "NGC  1696|ESO  56-4|KMHK  108|[SL63]  43" "NGC 1696" "" "" "04 48 29.660" "-68 14 33.30" "Globular Cluster" "" "" "" 13.949999809265137
"NGC  1697" "" "NGC  1697|ESO  56-5|KMHK  110|[SL63]  44" "NGC 1697" "" "" "04 48 36.820" "-68 33 30.64" "Cluster of Stars" "" "" "" 12.619999885559082
"NGC  1698" "" "NGC  1698|ESO  56-6|KMHK  115|[SL63]  45" "NGC 1698" "" "" "04 49 04" "-69 06.9" "Cluster of Stars" "" "" "" 12.069999694824219
"NGC  1699" "" "NGC  1699|6dFGS gJ045659.6-044525|IRAS F04545-0449|LEDA   16390|2MASX J04565963-0445246|MCG-01-13-039|SDSS J045659.63-044524.7|[CHM2007] HDC  329 J045659.63-0445246|[CHM2007] LDC  351 J045659.63-0445246" "NGC 1699" "" "" "04 56 59.630" "-04 45 24.65" "Galaxy in Group of Galaxies" "" "" 0.0130980 ""
"NGC  1700" "" "NGC  1700|6dFGS gJ045656.3-045157|LEDA   16386|2MASX J04565634-0451566|MCG-01-13-038|[CHM2007] HDC  329 J045656.34-0451566|[CHM2007] LDC  351 J045656.34-0451566|[FWB89] Galaxy 127" "NGC 1700" "" "" "04 56 56.347" "-04 51 56.64" "Galaxy in Group of Galaxies" "" "" 0.0130690 ""
"NGC  1701" "" "NGC  1701|6dFGS gJ045551.1-295300|ESO 422-11|ESO-LV 422-0110|IRAS 0453-299P10|IRAS 04539-2957|IRAS F04539-2957|LEDA   16352|2MASX J04555112-2953002|MCG-05-12-010|PSCz Q04539-2957|QDOT B0453546-295738|SGC 045354-2957.7" "NGC 1701" "" "" "04 55 51.121" "-29 53 00.24" Galaxy "" "" 0.0195650 ""
"NGC  1702" "" "NGC  1702|ESO  56-8|KMHK  122|[SL63]  46" "NGC 1702" "" "" "04 49 26" "-69 51.1" "Cluster of Stars" "" "" "" 12.5
"NGC  1703" "" "NGC  1703|AM 0452-594|6dFGS gJ045252.2-594432|ESO 119-19|ESO-LV 119-0190|HIPASS J0452-59|IRAS 04521-5949|LEDA   16234|2MASX J04525214-5944319|PSCz Q04521-5949|SGC 045208-5949.4|[CHM2007] HDC  326 J045252.14-5944319|[CHM2007] LDC  328 J045252.14-5944319" "NGC 1703" "" "" "04 52 52.145" "-59 44 31.98" "Galaxy in Group of Galaxies" "" "" 0.0051040 ""
"NGC  1704" "" "NGC  1704|ESO  56-9|KMHK  130|[SL63]  50" "NGC 1704" "" "" "04 49 55" "-69 45.3" "Cluster of Stars" "" "" "" 11.5
"NGC  1705" "" "NGC  1705|AM 0453-532|6dFGS gJ045413.5-532139|ESO 158-13|ESO-LV 158-0130|HIPASS J0454-53|IRAS 04531-5326|IRAS F04530-5326|LEDA   16282|2MASX J04541350-5321398|MBG 04531-5326|PSCz Q04531-5326|QDOT B0453077-532626|SGC 045306-5326.5|SINGG HIPASS J0454-53|SPB  64|[CHM2007] LDC  328 J045413.50-5321398|[VDD93]  42" "NGC 1705" "" "" "04 54 13.500" "-53 21 39.82" "Starburst Galaxy" "" "" 0.0021120 12.5600004196167
"NGC  1706" "" "NGC  1706|AM 0452-630|6dFGS gJ045231.0-625909|ESO  85-7|ESO-LV  85-0070|FRL  240|ISOSS J04524-6259|LEDA   16220|2MASX J04523101-6259089|SGC 045203-6304.0|[CHM2007] LDC  357 J045231.01-6259089|[SLK2004] 458" "NGC 1706" "" "" "04 52 31.014" "-62 59 08.98" "Galaxy in Group of Galaxies" "" "" 0.0167080 ""
"NGC  1708" "" "NGC  1708|[KPR2004b]  59|[KPS2012] MWSC 0458" "NGC 1708" "" "" "05 03.4" "+52 51" "Open (galactic) Cluster" "" "" "" ""
"NGC  1709" "" "NGC  1709|CAIRNS J045844.02-002841.7|6dFGS gJ045844.0-002842|GIN 210|LEDA   16462|2MASX J04584400-0028418|MCG+00-13-054|NPM1G -00.0168|Z 394-58|Z 0456.2-0033|[CHM2007] LDC  358 J045844.00-0028418|[CHM2007] HDC  330 J045844.00-0028418|[WCB96] P597-1 B" "NGC 1709" "" "" "04 58 44.002" "-00 28 41.90" "Galaxy in Group of Galaxies" "" "" 0.0157510 ""
"NGC  1710" "" "NGC  1710|6dFGS gJ045717.1-151720|IC 2108|LEDA   16396|2MASX J04571707-1517204|MCG-03-13-037" "NGC 1710" "" "" "04 57 17.075" "-15 17 20.43" Galaxy "" "" 0.0173290 ""
